%,s,t,a,r,t, ,T,i,m,e,:, ,1,4,h,2,6,m,9,s,6,8,0,7,4,3,u,s
110,250,2,15,58,103,42,41,44,11,985,982,0.00,0.00,0.00,0.00,0
111,249,6,44,54,102,5,29,33,10,981,982,-0.32000,-9.68000,-9.66000,0.00,1
111,245,33,29,42,102,2,16,41,6,983,984,-0.33000,-9.69000,0.05000,0.00,2
112,250,2,59,4,107,76,17,35,3,982,983,16384.00,0.00,0.00,0.00,0
115,249,2,29,26,112,2,30,49,15,983,982,-0.01000,0.08000,0.00000,0.00,1
111,245,2,41,62,111,3,12,44,13,982,980,-0.33000,-9.68000,0.05000,0.00,2
111,245,2,21,54,126,3,12,29,14,981,981,11673.00,-11489.00,408.00,0.00,0
110,245,3,21,41,111,71,34,44,38,984,983,-0.01000,0.08000,0.03000,0.00,1
111,245,2,20,39,111,5,47,48,38,979,980,-0.35000,-9.71000,0.08000,0.00,2
111,245,2,22,72,112,66,34,40,2,985,984,11673.00,-11489.00,408.00,0.00,0
112,244,3,51,46,116,78,12,44,4,981,980,-0.02000,0.09000,-0.03000,0.00,1
119,245,2,15,47,128,88,12,47,2,979,979,-0.37000,-9.70000,0.06000,0.00,2
111,245,3,21,47,116,2,65,53,24,982,984,11673.00,-11489.00,408.00,0.00,0
111,248,2,20,43,115,3,58,48,22,980,980,-0.01000,0.10000,0.09000,0.00,1
111,245,5,8,46,114,71,42,51,34,985,985,-0.37000,-9.69000,0.02000,0.00,2
115,248,1,5,50,116,22,41,47,34,981,983,11675.00,-11488.00,408.00,0.00,0
111,248,2,12,50,120,2,44,48,34,982,982,0.39000,-0.20000,-0.65000,0.00,1
110,248,4,3,54,119,212,33,40,20,982,983,-0.48000,-9.40000,-0.19000,0.00,2
110,245,2,7,42,133,3,20,41,14,984,981,11676.00,-11486.00,413.00,-8.00,0
113,247,2,3,38,118,2,13,44,14,983,986,-0.76000,0.39000,0.52000,0.00,1
110,248,4,6,51,123,203,14,60,15,982,981,-0.90000,-9.69000,0.01000,0.00,2
110,245,2,22,47,122,2,13,69,18,987,986,11672.00,-11490.00,404.00,0.00,0
111,245,2,4,50,119,2,46,44,34,983,984,-0.18000,0.10000,0.29000,0.00,1
110,245,4,15,40,129,78,45,57,19,983,981,-0.73000,-9.62000,0.53000,0.00,2
110,241,3,4,45,119,1,50,48,25,984,985,11675.00,-11487.00,410.00,-3.00,0
111,242,3,13,34,119,2,62,50,25,982,981,0.08000,0.05000,-0.36000,0.00,1
110,242,2,36,38,118,13,34,56,27,985,986,-0.20000,-9.85000,-0.32000,0.00,2
111,237,2,16,31,124,8,34,42,37,985,984,11674.00,-11489.00,394.00,11.00,0
112,238,2,49,72,126,71,33,60,26,981,980,0.34000,0.08000,0.23000,0.00,1
120,238,2,7,41,123,63,32,52,22,980,981,-0.03000,-9.58000,0.24000,0.00,2
110,238,3,26,38,143,6,24,57,23,983,980,11676.00,-11487.00,391.00,14.00,0
115,238,2,9,42,127,3,3,60,10,983,984,0.24000,0.07000,-0.03000,0.00,1
111,238,2,22,38,128,54,5,57,25,980,981,-0.16000,-9.74000,0.05000,0.00,2
110,237,2,8,54,129,3,54,44,10,982,982,11676.00,-11487.00,389.00,9.00,0
111,236,1,16,88,124,5,64,39,29,980,980,-0.06000,0.11000,-0.21000,0.00,1
110,233,2,44,14,132,63,54,61,29,980,977,-0.70000,-9.70000,0.00000,0.00,2
111,233,2,8,30,122,67,3,43,26,984,984,2901.00,-3238.00,-11028.00,11310.00,0
118,237,2,40,42,137,67,4,56,44,979,981,-0.16000,0.07000,0.28000,0.00,1
111,231,2,9,23,123,17,10,60,18,981,982,-0.39000,-9.59000,-0.11000,0.00,2
114,229,4,36,25,124,2,10,62,17,983,983,2890.00,-3227.00,-11031.00,11313.00,0
110,233,2,15,63,126,34,9,47,22,981,981,-0.09000,0.12000,0.25000,0.00,1
111,229,2,26,40,124,35,62,60,33,980,982,-0.50000,-9.63000,0.47000,0.00,2
111,230,4,25,27,139,59,69,48,49,983,983,2890.00,-3227.00,-11029.00,11315.00,0
110,234,2,29,136,122,71,2,48,18,984,983,-0.13000,0.09000,-0.09000,0.00,1
112,224,2,66,13,122,35,3,36,19,981,982,-0.56000,-9.57000,0.25000,0.00,2
111,225,2,29,37,123,112,31,48,19,984,984,2886.00,-3227.00,-11029.00,11316.00,0
111,222,4,50,45,123,128,30,44,26,960,982,-0.10000,0.12000,-0.12000,0.00,1
116,222,2,20,49,126,8,34,40,44,858,982,-0.35000,-9.83000,-0.05000,0.00,2
110,218,3,37,26,118,14,46,40,15,854,988,2875.00,-3217.00,-11032.00,11319.00,0
110,218,2,37,46,119,8,46,41,14,783,983,0.13000,0.07000,-0.09000,0.00,1
110,219,3,43,5,119,143,24,52,19,665,984,-0.33000,-9.65000,0.07000,0.00,2
110,214,2,19,104,118,105,34,36,31,575,986,2877.00,-3218.00,-11031.00,11319.00,0
106,214,3,20,42,121,2,25,41,47,474,983,-0.16000,0.10000,0.08000,0.00,1
107,214,3,7,37,118,51,30,44,49,414,985,-0.63000,-9.72000,0.02000,0.00,2
113,214,2,9,34,134,2,31,44,48,374,984,2880.00,-3231.00,-11026.00,11319.00,0
116,215,2,30,38,118,2,29,36,57,321,983,-0.51000,0.08000,0.27000,0.00,1
107,211,2,6,34,115,30,17,32,34,287,981,-0.95000,-9.74000,0.32000,0.00,2
107,209,2,19,26,115,2,87,20,46,249,983,2874.00,-3231.00,-11023.00,11324.00,0
111,213,2,3,42,115,35,86,36,26,223,983,-0.73000,0.07000,0.04000,0.00,1
111,206,2,10,89,123,3,95,36,26,200,978,-1.13000,-9.71000,0.08000,0.00,2
107,204,29,4,10,116,4,37,36,30,184,986,2845.00,-3275.00,-11007.00,11334.00,0
111,216,3,7,18,110,50,37,35,29,167,979,-0.77000,0.07000,0.16000,0.00,1
107,211,7,33,42,111,3,16,44,30,157,979,-1.14000,-9.59000,0.19000,0.00,2
107,214,2,6,38,110,22,23,31,40,150,982,2771.00,-3304.00,-10984.00,11367.00,0
107,230,116,20,29,106,3,25,44,38,142,980,-0.62000,0.00000,0.41000,0.00,1
107,237,94,12,50,107,57,24,24,52,142,981,-0.97000,-9.66000,0.32000,0.00,2
111,240,3,26,35,111,2,25,32,53,142,982,2712.00,-3313.00,-10964.00,11398.00,0
107,242,45,11,37,110,19,33,35,72,139,981,-0.37000,0.09000,0.10000,0.00,1
95,126,17,20,43,110,30,46,90,38,140,980,-1.38000,-9.37000,0.38000,0.00,2
103,110,40,51,27,102,120,30,11,38,136,985,2662.00,-3304.00,-10957.00,11418.00,0
103,249,40,33,5,102,2,29,48,45,136,984,-0.32000,-0.18000,-0.12000,0.00,1
104,276,13,62,34,106,83,29,27,45,133,981,-1.13000,-9.88000,-0.19000,0.00,2
134,99,56,73,91,103,30,44,27,45,130,987,2618.00,-3275.00,-10951.00,11443.00,0
107,178,16,90,1,95,59,32,19,91,125,984,1.50000,0.79000,-1.34000,0.00,1
103,276,48,74,124,94,14,46,41,88,113,982,-1.66000,-9.87000,0.56000,0.00,2
102,241,61,81,64,96,14,45,44,93,111,988,2588.00,-3236.00,-10942.00,11469.00,0
131,26,42,73,39,87,71,9,25,92,116,984,-0.81000,1.03000,0.10000,0.00,1
99,3,33,73,2,86,38,10,20,92,122,985,-0.42000,-10.07000,0.99000,0.00,2
114,26,37,109,58,99,2,9,32,89,119,987,2530.00,-3184.00,-10944.00,11495.00,0
317,2,89,72,50,98,4,54,142,76,111,982,0.04000,0.55000,-0.27000,0.00,1
524,30,53,95,41,109,2,57,3,84,110,982,-1.44000,-9.14000,0.16000,0.00,2
484,5,57,64,164,94,2,31,20,85,111,986,2504.00,-3164.00,-10940.00,11510.00,0
543,55,41,77,38,94,2,30,53,117,111,984,-0.66000,1.19000,1.24000,0.00,1
562,50,81,77,10,99,3,29,48,129,111,983,-1.06000,-8.37000,1.21000,0.00,2
523,73,49,84,26,98,3,7,76,116,101,984,2439.00,-3090.00,-10992.00,11494.00,0
509,90,121,82,2,113,6,10,146,151,95,982,1.81000,-7.29000,0.92000,0.00,1
480,90,57,45,140,82,3,34,2,133,94,977,-5.65000,-7.31000,-0.68000,0.00,2
434,93,62,98,140,82,7,33,2,134,94,985,2360.00,-3019.00,-11056.00,11468.00,0
417,98,65,61,2,59,2,2,5,146,91,981,2.15000,-2.11000,-0.06000,0.00,1
350,99,60,69,3,59,6,6,11,133,74,980,-0.41000,-9.32000,-1.55000,0.00,2
318,94,69,69,188,52,2,2,18,128,63,983,2324.00,-2979.00,-11041.00,11500.00,0
276,98,81,84,156,52,3,4,118,128,71,978,-0.67000,0.42000,-1.59000,0.00,1
245,98,72,15,160,66,2,5,4,129,78,982,1.71000,-7.56000,2.41000,0.00,2
196,102,50,20,148,37,3,9,149,140,91,984,2136.00,-2851.00,-11109.00,11503.00,0
187,126,57,45,154,37,4,9,2,128,99,983,5.23000,-2.11000,0.06000,0.00,1
67,138,65,47,141,30,2,33,64,133,93,983,-0.25000,-10.33000,-0.12000,0.00,2
2,130,68,82,151,29,263,34,11,133,83,986,2124.00,-2887.00,-11153.00,11454.00,0
135,133,73,60,167,37,2,34,89,138,74,982,-0.05000,0.34000,-2.58000,0.00,1
2,111,76,90,160,41,6,34,3,155,66,982,0.01000,-12.16000,-0.98000,0.00,2
67,2,77,62,174,42,3,34,40,137,59,986,2116.00,-2896.00,-11158.00,11449.00,0
44,2,85,84,172,59,54,62,7,136,54,985,0.10000,0.96000,-1.18000,0.00,1
25,74,73,66,168,59,71,62,28,138,53,983,-3.98000,-11.62000,-0.77000,0.00,2
24,71,77,73,160,67,71,76,12,136,55,984,2146.00,-3021.00,-11051.00,11514.00,0
3,58,85,65,161,82,92,3,28,155,58,981,-2.71000,3.48000,0.18000,0.00,1
74,2,61,64,152,83,104,3,3,129,59,983,0.98000,-7.40000,-0.09000,0.00,2
7,147,73,96,149,87,124,42,44,129,60,986,2106.00,-3020.00,-11007.00,11564.00,0
72,131,77,78,141,87,119,46,49,128,62,984,0.08000,1.25000,2.57000,0.00,1
102,146,85,95,141,86,176,42,53,129,60,984,-2.26000,-9.95000,0.50000,0.00,2
6,55,92,76,180,67,22,42,8,128,58,985,2098.00,-3043.00,-11002.00,11564.00,0
60,2,80,91,180,82,140,41,25,133,57,982,-1.50000,0.00000,0.43000,0.00,1
61,186,76,70,164,63,136,39,2,133,57,983,-0.54000,-10.26000,-0.16000,0.00,2
16,207,77,91,132,63,147,51,65,133,56,984,2104.00,-3090.00,-10975.00,11577.00,0
79,205,81,126,152,79,148,28,2,125,56,985,-0.59000,0.37000,0.47000,0.00,1
157,98,72,91,140,79,165,29,52,142,58,985,-2.44000,-9.20000,0.95000,0.00,2
183,35,76,102,140,80,184,28,65,125,58,986,2062.00,-3104.00,-10960.00,11594.00,0
238,170,64,73,141,62,156,86,68,125,60,981,0.34000,-0.58000,0.27000,0.00,1
234,159,70,93,142,78,204,75,114,124,63,982,-1.05000,-9.69000,-0.04000,0.00,2
231,154,68,77,136,54,203,9,31,129,62,983,2033.00,-3140.00,-10938.00,11610.00,0
227,126,57,70,127,54,230,10,123,142,67,984,-0.49000,1.07000,0.32000,0.00,1
