99.0,249.0,18.0,89.0,3.0,139.0,30.0,116.0,2.0,113.0
100.0,256.0,25.0,98.0,2.0,129.0,5.0,103.0,40.0,118.0
111.0,249.0,25.0,89.0,176.0,90.0,2.0,103.0,36.0,109.0
123.0,241.0,29.0,95.0,72.0,90.0,13.0,108.0,28.0,124.0
114.0,226.0,57.0,94.0,50.0,123.0,74.0,114.0,64.0,109.0
114.0,245.0,25.0,97.0,50.0,129.0,123.0,119.0,2.0,120.0
114.0,209.0,33.0,98.0,2.0,123.0,64.0,111.0,40.0,132.0
122.0,146.0,28.0,98.0,123.0,170.0,82.0,111.0,3.0,120.0
143.0,59.0,25.0,94.0,72.0,157.0,42.0,125.0,27.0,120.0
107.0,11.0,33.0,76.0,83.0,91.0,22.0,119.0,28.0,125.0
98.0,4.0,77.0,126.0,67.0,102.0,96.0,119.0,52.0,125.0
99.0,3.0,16.0,110.0,96.0,142.0,72.0,119.0,2.0,125.0
79.0,5.0,32.0,117.0,93.0,142.0,79.0,124.0,20.0,125.0
99.0,3.0,37.0,117.0,92.0,141.0,188.0,123.0,11.0,124.0
111.0,7.0,44.0,118.0,92.0,127.0,200.0,122.0,3.0,125.0
111.0,2.0,33.0,128.0,116.0,127.0,2.0,124.0,113.0,124.0
95.0,13.0,180.0,128.0,88.0,119.0,2.0,124.0,2.0,125.0
102.0,5.0,5.0,125.0,93.0,129.0,124.0,123.0,1.0,126.0
140.0,14.0,41.0,124.0,101.0,118.0,88.0,127.0,64.0,125.0
269.0,3.0,40.0,141.0,84.0,118.0,108.0,126.0,20.0,125.0
291.0,7.0,49.0,129.0,89.0,119.0,104.0,127.0,6.0,125.0
272.0,86.0,54.0,133.0,80.0,135.0,108.0,135.0,9.0,124.0
270.0,82.0,65.0,138.0,102.0,137.0,99.0,127.0,3.0,130.0
285.0,74.0,49.0,136.0,109.0,134.0,196.0,127.0,2.0,129.0
276.0,90.0,61.0,137.0,88.0,128.0,39.0,126.0,118.0,133.0
237.0,78.0,57.0,128.0,108.0,114.0,79.0,128.0,263.0,134.0
192.0,82.0,61.0,145.0,112.0,130.0,136.0,136.0,2.0,131.0
182.0,90.0,69.0,132.0,114.0,130.0,264.0,124.0,101.0,132.0
83.0,90.0,61.0,148.0,115.0,127.0,67.0,122.0,2.0,132.0
32.0,79.0,66.0,133.0,111.0,138.0,2.0,119.0,43.0,136.0
3.0,75.0,70.0,145.0,120.0,126.0,229.0,118.0,3.0,136.0
83.0,70.0,61.0,132.0,119.0,87.0,144.0,119.0,8.0,137.0
43.0,75.0,49.0,142.0,123.0,87.0,5.0,119.0,7.0,137.0
44.0,78.0,49.0,141.0,120.0,56.0,100.0,121.0,7.0,137.0
43.0,89.0,65.0,130.0,120.0,63.0,96.0,119.0,298.0,136.0
2.0,91.0,69.0,129.0,112.0,54.0,90.0,119.0,3.0,151.0
75.0,86.0,65.0,129.0,112.0,101.0,2.0,118.0,3.0,137.0
196.0,88.0,65.0,144.0,100.0,90.0,5.0,124.0,15.0,136.0
150.0,74.0,65.0,128.0,120.0,46.0,108.0,131.0,16.0,135.0
187.0,70.0,61.0,144.0,117.0,46.0,5.0,115.0,33.0,136.0
261.0,77.0,64.0,137.0,112.0,46.0,51.0,114.0,2.0,151.0
299.0,74.0,57.0,76.0,112.0,63.0,310.0,115.0,6.0,140.0
313.0,74.0,57.0,77.0,100.0,51.0,2.0,119.0,110.0,140.0
332.0,86.0,57.0,76.0,100.0,95.0,2.0,115.0,68.0,145.0
350.0,77.0,52.0,145.0,80.0,94.0,300.0,108.0,2.0,132.0
344.0,74.0,57.0,145.0,72.0,94.0,256.0,107.0,37.0,148.0
354.0,70.0,65.0,121.0,34.0,58.0,16.0,103.0,11.0,125.0
346.0,78.0,40.0,121.0,129.0,49.0,107.0,103.0,11.0,125.0
333.0,82.0,49.0,128.0,55.0,18.0,2.0,103.0,36.0,124.0
335.0,83.0,53.0,89.0,59.0,17.0,2.0,100.0,25.0,109.0
310.0,86.0,48.0,89.0,59.0,38.0,155.0,108.0,3.0,109.0
296.0,86.0,66.0,110.0,2.0,45.0,67.0,103.0,58.0,84.0
291.0,86.0,45.0,109.0,84.0,37.0,100.0,103.0,76.0,81.0
295.0,74.0,25.0,109.0,46.0,87.0,54.0,112.0,5.0,64.0
284.0,58.0,40.0,105.0,34.0,75.0,67.0,118.0,48.0,64.0
265.0,50.0,41.0,121.0,52.0,87.0,68.0,111.0,44.0,63.0
242.0,42.0,40.0,98.0,10.0,88.0,81.0,123.0,36.0,90.0
288.0,45.0,53.0,106.0,63.0,86.0,83.0,122.0,41.0,80.0
236.0,9.0,18.0,101.0,63.0,118.0,82.0,119.0,113.0,72.0
265.0,4.0,41.0,107.0,62.0,106.0,79.0,119.0,49.0,71.0
322.0,12.0,33.0,101.0,70.0,55.0,88.0,115.0,36.0,72.0
346.0,17.0,41.0,109.0,108.0,55.0,75.0,115.0,47.0,41.0
186.0,4.0,46.0,109.0,55.0,55.0,84.0,118.0,51.0,30.0
182.0,13.0,40.0,113.0,63.0,56.0,83.0,124.0,48.0,33.0
250.0,3.0,9.0,113.0,4.0,50.0,85.0,110.0,105.0,47.0
202.0,10.0,40.0,113.0,112.0,13.0,83.0,115.0,73.0,34.0
114.0,5.0,76.0,132.0,68.0,5.0,82.0,122.0,56.0,22.0
144.0,7.0,108.0,116.0,55.0,83.0,87.0,126.0,64.0,21.0
135.0,6.0,27.0,123.0,59.0,86.0,91.0,110.0,65.0,34.0
136.0,98.0,29.0,117.0,22.0,82.0,88.0,111.0,94.0,45.0
139.0,146.0,25.0,117.0,67.0,72.0,87.0,111.0,80.0,39.0
136.0,163.0,44.0,130.0,59.0,63.0,101.0,118.0,80.0,41.0
152.0,158.0,49.0,117.0,58.0,86.0,88.0,104.0,85.0,37.0
132.0,162.0,40.0,132.0,67.0,86.0,14.0,104.0,90.0,42.0
128.0,158.0,37.0,118.0,109.0,86.0,2.0,103.0,90.0,58.0
107.0,171.0,14.0,114.0,69.0,90.0,34.0,106.0,84.0,60.0
78.0,163.0,36.0,112.0,64.0,86.0,97.0,99.0,77.0,60.0
36.0,150.0,28.0,115.0,63.0,29.0,139.0,96.0,85.0,67.0
27.0,143.0,41.0,105.0,2.0,29.0,153.0,95.0,94.0,81.0
39.0,134.0,37.0,105.0,123.0,29.0,147.0,95.0,101.0,95.0
2.0,126.0,33.0,101.0,68.0,8.0,124.0,91.0,89.0,88.0
71.0,110.0,16.0,101.0,63.0,3.0,96.0,89.0,90.0,88.0
28.0,115.0,41.0,102.0,66.0,71.0,92.0,81.0,90.0,105.0
45.0,142.0,7.0,96.0,3.0,71.0,91.0,95.0,85.0,90.0
71.0,166.0,9.0,112.0,72.0,70.0,87.0,82.0,89.0,88.0
44.0,176.0,2.0,97.0,69.0,58.0,88.0,82.0,81.0,101.0
40.0,178.0,20.0,100.0,63.0,55.0,84.0,81.0,80.0,100.0
49.0,173.0,29.0,94.0,50.0,58.0,83.0,86.0,85.0,100.0
56.0,185.0,29.0,93.0,92.0,45.0,80.0,94.0,79.0,84.0
63.0,177.0,65.0,93.0,59.0,59.0,83.0,79.0,80.0,84.0
68.0,165.0,2.0,86.0,58.0,60.0,79.0,78.0,85.0,140.0
79.0,158.0,25.0,102.0,2.0,59.0,76.0,78.0,85.0,124.0
111.0,165.0,23.0,73.0,149.0,46.0,84.0,90.0,67.0,76.0
107.0,181.0,41.0,82.0,54.0,45.0,72.0,77.0,73.0,79.0
119.0,186.0,20.0,73.0,55.0,13.0,77.0,82.0,64.0,76.0
131.0,166.0,23.0,69.0,54.0,13.0,68.0,82.0,64.0,101.0
140.0,174.0,9.0,68.0,2.0,13.0,73.0,81.0,76.0,86.0
139.0,182.0,25.0,77.0,92.0,56.0,58.0,81.0,68.0,85.0
136.0,166.0,5.0,76.0,50.0,55.0,60.0,82.0,64.0,100.0
143.0,174.0,176.0,78.0,50.0,79.0,55.0,82.0,69.0,84.0
134.0,174.0,21.0,93.0,59.0,78.0,46.0,89.0,48.0,76.0
127.0,170.0,2.0,76.0,104.0,78.0,34.0,86.0,52.0,76.0
143.0,162.0,21.0,97.0,63.0,86.0,38.0,86.0,53.0,96.0
156.0,159.0,25.0,90.0,1.0,86.0,64.0,86.0,44.0,112.0
143.0,151.0,133.0,69.0,1.0,82.0,22.0,92.0,68.0,96.0
136.0,146.0,2.0,68.0,7.0,74.0,30.0,86.0,28.0,84.0
143.0,146.0,18.0,68.0,136.0,87.0,30.0,89.0,61.0,89.0
143.0,142.0,25.0,74.0,72.0,86.0,31.0,89.0,52.0,81.0
151.0,141.0,25.0,72.0,128.0,86.0,18.0,91.0,40.0,94.0
151.0,114.0,13.0,80.0,104.0,64.0,25.0,102.0,37.0,79.0
147.0,102.0,138.0,81.0,5.0,63.0,15.0,91.0,44.0,88.0
119.0,97.0,2.0,81.0,91.0,51.0,3.0,95.0,11.0,88.0
102.0,91.0,16.0,89.0,55.0,51.0,27.0,96.0,32.0,103.0
131.0,56.0,33.0,92.0,54.0,51.0,71.0,109.0,52.0,104.0
167.0,3.0,20.0,80.0,54.0,84.0,100.0,99.0,49.0,105.0
207.0,2.0,32.0,81.0,1.0,78.0,140.0,103.0,40.0,104.0
2.0,20.0,144.0,53.0,63.0,98.0,83.0,106.0,45.0,104.0
210.0,2.0,10.0,52.0,59.0,98.0,10.0,104.0,27.0,139.0
199.0,10.0,36.0,69.0,3.0,98.0,3.0,102.0,52.0,136.0
179.0,3.0,36.0,105.0,177.0,8.0,207.0,103.0,40.0,132.0
75.0,18.0,41.0,121.0,67.0,5.0,6.0,107.0,36.0,132.0
79.0,3.0,44.0,105.0,80.0,118.0,59.0,119.0,11.0,132.0
287.0,10.0,65.0,110.0,84.0,118.0,83.0,107.0,44.0,136.0
394.0,2.0,48.0,105.0,1.0,118.0,91.0,107.0,64.0,136.0
343.0,46.0,49.0,110.0,175.0,25.0,14.0,106.0,20.0,141.0
343.0,74.0,49.0,109.0,133.0,24.0,80.0,115.0,32.0,141.0
340.0,83.0,52.0,113.0,116.0,6.0,270.0,117.0,44.0,140.0
336.0,62.0,53.0,132.0,116.0,3.0,104.0,111.0,3.0,147.0
291.0,74.0,57.0,114.0,46.0,67.0,49.0,111.0,36.0,140.0
223.0,87.0,49.0,126.0,108.0,66.0,87.0,111.0,32.0,137.0
147.0,86.0,97.0,113.0,102.0,79.0,94.0,120.0,32.0,136.0
71.0,74.0,33.0,122.0,101.0,102.0,70.0,107.0,19.0,137.0
28.0,74.0,29.0,114.0,92.0,102.0,2.0,107.0,60.0,149.0
78.0,78.0,53.0,94.0,108.0,10.0,199.0,107.0,48.0,132.0
15.0,66.0,62.0,93.0,87.0,10.0,145.0,106.0,137.0,129.0
40.0,58.0,58.0,93.0,82.0,11.0,10.0,107.0,7.0,136.0
39.0,61.0,60.0,121.0,109.0,126.0,10.0,106.0,19.0,132.0
34.0,54.0,60.0,121.0,119.0,126.0,109.0,107.0,12.0,145.0
6.0,46.0,61.0,114.0,124.0,26.0,1.0,107.0,12.0,132.0
106.0,62.0,60.0,112.0,101.0,25.0,112.0,107.0,44.0,129.0
19.0,54.0,65.0,114.0,107.0,36.0,96.0,107.0,8.0,139.0
2.0,86.0,57.0,129.0,100.0,17.0,88.0,107.0,19.0,133.0
2.0,94.0,62.0,131.0,55.0,18.0,79.0,119.0,12.0,132.0
70.0,93.0,57.0,109.0,95.0,21.0,88.0,108.0,99.0,133.0
2.0,98.0,57.0,109.0,96.0,22.0,80.0,106.0,113.0,128.0
83.0,114.0,52.0,90.0,101.0,90.0,3.0,107.0,1.0,144.0
123.0,111.0,65.0,89.0,92.0,90.0,208.0,107.0,81.0,128.0
99.0,99.0,101.0,103.0,100.0,102.0,179.0,120.0,2.0,128.0
159.0,91.0,37.0,113.0,101.0,41.0,160.0,107.0,2.0,130.0
151.0,87.0,36.0,119.0,104.0,42.0,5.0,111.0,49.0,128.0
170.0,91.0,33.0,106.0,14.0,71.0,4.0,119.0,19.0,128.0
203.0,94.0,61.0,105.0,172.0,71.0,67.0,112.0,28.0,125.0
225.0,94.0,36.0,106.0,2.0,83.0,2.0,111.0,190.0,124.0
242.0,99.0,53.0,98.0,221.0,66.0,204.0,111.0,3.0,125.0
250.0,102.0,54.0,114.0,112.0,79.0,66.0,107.0,3.0,128.0
252.0,107.0,49.0,105.0,4.0,21.0,83.0,120.0,56.0,128.0
238.0,103.0,45.0,116.0,148.0,21.0,124.0,106.0,61.0,128.0
257.0,86.0,53.0,126.0,71.0,29.0,3.0,107.0,4.0,128.0
249.0,83.0,28.0,131.0,68.0,3.0,58.0,104.0,257.0,121.0
241.0,86.0,45.0,125.0,54.0,8.0,3.0,103.0,4.0,121.0
241.0,94.0,41.0,90.0,24.0,80.0,136.0,103.0,39.0,120.0
231.0,101.0,45.0,90.0,62.0,78.0,22.0,99.0,36.0,134.0
218.0,98.0,41.0,61.0,62.0,79.0,39.0,99.0,60.0,124.0
238.0,97.0,33.0,60.0,60.0,71.0,126.0,99.0,52.0,89.0
225.0,104.0,34.0,60.0,54.0,83.0,59.0,99.0,216.0,87.0
212.0,83.0,57.0,113.0,148.0,67.0,2.0,99.0,2.0,88.0
187.0,70.0,30.0,97.0,67.0,67.0,63.0,99.0,68.0,97.0
192.0,82.0,17.0,98.0,66.0,87.0,47.0,111.0,44.0,80.0
194.0,46.0,24.0,97.0,51.0,86.0,51.0,99.0,20.0,77.0
178.0,9.0,32.0,97.0,42.0,98.0,55.0,98.0,214.0,92.0
203.0,17.0,45.0,94.0,84.0,25.0,67.0,99.0,2.0,76.0
306.0,2.0,17.0,92.0,116.0,25.0,47.0,111.0,64.0,80.0
354.0,5.0,28.0,89.0,108.0,21.0,59.0,99.0,36.0,82.0
342.0,7.0,25.0,88.0,10.0,20.0,63.0,95.0,32.0,15.0
63.0,7.0,29.0,86.0,5.0,34.0,71.0,95.0,36.0,14.0
185.0,26.0,45.0,85.0,14.0,13.0,67.0,102.0,149.0,67.0
206.0,18.0,25.0,92.0,55.0,25.0,71.0,95.0,3.0,67.0
178.0,2.0,57.0,85.0,59.0,66.0,75.0,96.0,52.0,80.0
132.0,122.0,7.0,86.0,54.0,68.0,74.0,95.0,52.0,4.0
114.0,177.0,33.0,90.0,62.0,66.0,75.0,95.0,56.0,16.0
119.0,201.0,50.0,89.0,92.0,59.0,80.0,102.0,60.0,26.0
111.0,213.0,166.0,106.0,30.0,62.0,84.0,90.0,101.0,26.0
118.0,213.0,10.0,85.0,42.0,58.0,83.0,85.0,2.0,38.0
95.0,222.0,3.0,101.0,91.0,59.0,92.0,87.0,70.0,4.0
75.0,226.0,17.0,86.0,51.0,51.0,91.0,100.0,68.0,2.0
2.0,218.0,20.0,99.0,51.0,52.0,103.0,86.0,77.0,11.0
67.0,197.0,29.0,89.0,100.0,57.0,91.0,86.0,68.0,11.0
3.0,174.0,33.0,94.0,2.0,8.0,95.0,98.0,77.0,10.0
106.0,106.0,29.0,89.0,57.0,19.0,99.0,98.0,73.0,60.0
11.0,75.0,21.0,89.0,58.0,5.0,97.0,82.0,77.0,60.0
19.0,58.0,21.0,89.0,50.0,4.0,70.0,82.0,76.0,14.0
21.0,73.0,20.0,90.0,50.0,10.0,56.0,82.0,81.0,14.0
3.0,87.0,24.0,89.0,67.0,102.0,31.0,95.0,81.0,14.0
86.0,90.0,29.0,89.0,60.0,115.0,50.0,82.0,77.0,35.0
32.0,146.0,15.0,103.0,59.0,59.0,120.0,79.0,72.0,33.0
23.0,194.0,17.0,94.0,55.0,59.0,136.0,78.0,77.0,17.0
2.0,206.0,149.0,89.0,104.0,59.0,128.0,78.0,68.0,5.0
71.0,201.0,281.0,89.0,54.0,63.0,116.0,86.0,72.0,21.0
24.0,202.0,120.0,80.0,80.0,71.0,96.0,78.0,77.0,27.0
9.0,201.0,3.0,76.0,104.0,107.0,83.0,77.0,72.0,22.0
71.0,194.0,2.0,75.0,2.0,106.0,79.0,86.0,60.0,64.0
95.0,193.0,16.0,85.0,18.0,84.0,79.0,78.0,72.0,64.0
79.0,194.0,9.0,68.0,42.0,54.0,72.0,78.0,73.0,81.0
107.0,186.0,13.0,68.0,55.0,56.0,75.0,77.0,68.0,90.0
103.0,198.0,45.0,69.0,55.0,29.0,72.0,78.0,64.0,81.0
115.0,205.0,4.0,69.0,10.0,43.0,67.0,90.0,65.0,48.0
130.0,194.0,17.0,68.0,50.0,110.0,63.0,82.0,61.0,49.0
123.0,189.0,57.0,68.0,93.0,110.0,58.0,82.0,56.0,73.0
122.0,193.0,14.0,77.0,50.0,109.0,50.0,82.0,60.0,88.0
127.0,195.0,25.0,77.0,2.0,111.0,47.0,94.0,56.0,72.0
128.0,185.0,40.0,92.0,4.0,122.0,46.0,82.0,52.0,8.0
119.0,182.0,4.0,77.0,3.0,122.0,43.0,82.0,60.0,19.0
139.0,177.0,29.0,84.0,2.0,122.0,39.0,81.0,52.0,42.0
151.0,159.0,13.0,57.0,146.0,122.0,34.0,86.0,52.0,57.0
124.0,169.0,169.0,57.0,124.0,131.0,30.0,99.0,48.0,42.0
139.0,162.0,13.0,65.0,176.0,131.0,27.0,85.0,48.0,52.0
143.0,145.0,4.0,64.0,58.0,99.0,60.0,86.0,45.0,68.0
147.0,134.0,4.0,64.0,54.0,112.0,31.0,89.0,48.0,93.0
131.0,119.0,32.0,76.0,41.0,98.0,2.0,90.0,39.0,92.0
120.0,78.0,21.0,94.0,42.0,75.0,2.0,90.0,32.0,97.0
111.0,34.0,17.0,86.0,58.0,76.0,71.0,95.0,43.0,96.0
119.0,2.0,32.0,101.0,50.0,110.0,5.0,103.0,48.0,107.0
163.0,2.0,36.0,85.0,50.0,110.0,103.0,95.0,37.0,109.0
166.0,13.0,24.0,91.0,172.0,142.0,120.0,99.0,32.0,109.0
203.0,2.0,20.0,86.0,80.0,141.0,103.0,99.0,31.0,117.0
178.0,5.0,33.0,81.0,50.0,146.0,51.0,103.0,40.0,117.0
166.0,7.0,33.0,80.0,55.0,146.0,3.0,103.0,44.0,117.0
79.0,13.0,37.0,80.0,33.0,158.0,14.0,102.0,40.0,126.0
128.0,3.0,72.0,125.0,120.0,71.0,184.0,104.0,19.0,125.0
115.0,3.0,28.0,125.0,66.0,71.0,152.0,103.0,37.0,133.0
99.0,9.0,57.0,121.0,92.0,70.0,30.0,111.0,48.0,132.0
92.0,17.0,36.0,106.0,121.0,126.0,75.0,111.0,33.0,133.0
241.0,2.0,24.0,90.0,76.0,136.0,79.0,108.0,36.0,135.0
323.0,9.0,37.0,88.0,62.0,59.0,92.0,110.0,28.0,124.0
292.0,29.0,66.0,89.0,51.0,72.0,3.0,119.0,86.0,129.0
277.0,66.0,37.0,113.0,104.0,59.0,204.0,115.0,2.0,128.0
273.0,94.0,53.0,112.0,84.0,25.0,124.0,115.0,57.0,128.0
269.0,87.0,48.0,117.0,96.0,24.0,124.0,112.0,4.0,141.0
241.0,79.0,52.0,117.0,97.0,86.0,20.0,118.0,52.0,128.0
199.0,93.0,54.0,129.0,100.0,92.0,96.0,111.0,12.0,133.0
159.0,103.0,65.0,129.0,100.0,119.0,233.0,111.0,149.0,132.0
143.0,98.0,45.0,133.0,61.0,118.0,164.0,111.0,2.0,125.0
32.0,89.0,57.0,117.0,116.0,118.0,5.0,114.0,28.0,140.0
52.0,91.0,56.0,118.0,98.0,18.0,3.0,107.0,41.0,124.0
51.0,78.0,97.0,113.0,95.0,24.0,103.0,112.0,29.0,125.0
107.0,90.0,89.0,113.0,100.0,134.0,63.0,111.0,24.0,127.0
63.0,79.0,5.0,113.0,63.0,134.0,85.0,115.0,186.0,126.0
63.0,98.0,44.0,109.0,100.0,133.0,79.0,120.0,2.0,125.0
63.0,78.0,44.0,126.0,89.0,30.0,8.0,107.0,27.0,128.0
63.0,90.0,49.0,86.0,82.0,34.0,136.0,107.0,24.0,125.0
2.0,99.0,57.0,98.0,108.0,29.0,78.0,111.0,25.0,141.0
67.0,103.0,50.0,85.0,101.0,40.0,74.0,107.0,19.0,129.0
67.0,111.0,50.0,109.0,109.0,29.0,79.0,107.0,260.0,128.0
72.0,117.0,53.0,109.0,100.0,80.0,83.0,107.0,3.0,134.0
9.0,114.0,54.0,109.0,84.0,71.0,140.0,111.0,81.0,129.0
91.0,106.0,55.0,120.0,145.0,119.0,117.0,114.0,2.0,144.0
152.0,98.0,53.0,131.0,100.0,120.0,6.0,111.0,56.0,125.0
151.0,101.0,52.0,145.0,105.0,119.0,148.0,110.0,19.0,124.0
163.0,94.0,56.0,132.0,112.0,42.0,226.0,111.0,302.0,124.0
191.0,98.0,49.0,117.0,117.0,29.0,34.0,123.0,2.0,128.0
215.0,111.0,48.0,109.0,149.0,99.0,151.0,127.0,77.0,145.0
216.0,94.0,55.0,98.0,139.0,98.0,2.0,111.0,28.0,131.0
229.0,101.0,53.0,98.0,116.0,74.0,201.0,111.0,27.0,129.0
237.0,106.0,49.0,97.0,84.0,86.0,96.0,107.0,44.0,129.0
234.0,110.0,67.0,117.0,84.0,75.0,63.0,107.0,145.0,129.0
236.0,109.0,40.0,101.0,80.0,45.0,76.0,108.0,146.0,128.0
240.0,98.0,53.0,53.0,24.0,45.0,80.0,103.0,36.0,140.0
240.0,95.0,49.0,52.0,23.0,37.0,2.0,111.0,32.0,128.0
226.0,94.0,45.0,59.0,4.0,49.0,1.0,99.0,40.0,125.0
226.0,106.0,73.0,97.0,72.0,37.0,112.0,99.0,249.0,124.0
216.0,107.0,34.0,97.0,54.0,119.0,91.0,99.0,2.0,124.0
206.0,107.0,41.0,94.0,65.0,107.0,51.0,98.0,149.0,128.0
207.0,110.0,45.0,93.0,59.0,87.0,59.0,111.0,1.0,112.0
218.0,110.0,45.0,94.0,3.0,90.0,96.0,99.0,20.0,100.0
204.0,90.0,37.0,93.0,71.0,86.0,22.0,99.0,44.0,110.0
200.0,74.0,78.0,109.0,46.0,114.0,83.0,103.0,155.0,100.0
183.0,79.0,21.0,110.0,72.0,102.0,37.0,114.0,2.0,84.0
152.0,69.0,37.0,118.0,59.0,138.0,62.0,103.0,111.0,71.0
174.0,42.0,33.0,93.0,96.0,138.0,72.0,103.0,49.0,56.0
171.0,4.0,53.0,98.0,62.0,94.0,67.0,106.0,44.0,72.0
174.0,14.0,41.0,93.0,38.0,67.0,79.0,120.0,44.0,52.0
185.0,3.0,45.0,89.0,54.0,55.0,83.0,107.0,86.0,52.0
178.0,4.0,16.0,89.0,59.0,82.0,77.0,111.0,2.0,67.0
190.0,5.0,28.0,101.0,55.0,81.0,70.0,110.0,84.0,38.0
163.0,11.0,29.0,117.0,54.0,63.0,79.0,117.0,61.0,53.0
140.0,7.0,33.0,109.0,50.0,69.0,87.0,111.0,60.0,18.0
111.0,18.0,24.0,119.0,51.0,62.0,92.0,111.0,60.0,18.0
131.0,94.0,45.0,110.0,59.0,99.0,91.0,111.0,80.0,24.0
122.0,179.0,30.0,114.0,50.0,87.0,97.0,113.0,64.0,17.0
123.0,189.0,24.0,113.0,55.0,86.0,100.0,124.0,71.0,34.0
128.0,173.0,24.0,116.0,62.0,86.0,100.0,107.0,77.0,14.0
123.0,201.0,29.0,130.0,59.0,86.0,101.0,107.0,71.0,14.0
110.0,193.0,25.0,117.0,50.0,153.0,100.0,107.0,77.0,20.0
87.0,193.0,17.0,133.0,54.0,146.0,104.0,119.0,76.0,44.0
61.0,206.0,26.0,117.0,63.0,75.0,104.0,103.0,77.0,44.0
60.0,166.0,37.0,114.0,59.0,73.0,108.0,103.0,80.0,8.0
48.0,159.0,21.0,114.0,64.0,75.0,108.0,102.0,85.0,8.0
54.0,90.0,17.0,117.0,58.0,74.0,112.0,111.0,85.0,22.0
64.0,62.0,21.0,109.0,58.0,67.0,108.0,99.0,90.0,29.0
