% s t a r t " " T i m e : " " 1 1 h 2 1 m 1 6 s 7 6 8 7 2 6 u s
230,30,2,37,2,119,17,123,15,81,0,0,0.00,0.00,0.00,0.00,0
218,29,2,37,88,123,7,111,15,75,0,0,0.00000,0.00000,0.00000,0.00,1
203,33,1,37,26,59,7,111,16,76,0,0,0.00000,0.00000,0.00000,0.00,2
226,25,5,38,2,59,7,110,16,76,0,0,0.00,0.00,0.00,0.00,0
222,34,4,9,3,59,7,124,24,76,0,0,0.00000,0.00000,0.00000,0.00,1
230,36,7,9,75,130,2,111,19,84,0,0,0.00000,0.00000,0.00000,0.00,2
95,26,2,6,2,140,17,112,20,72,0,0,0.00,0.00,0.00,0.00,0
195,3,4,8,2,106,3,111,16,73,0,0,0.00000,0.00000,0.00000,0.00,1
222,33,1,81,274,114,2,111,25,71,0,0,0.00000,0.00000,0.00000,0.00,2
218,26,3,80,6,106,2,111,28,72,0,0,0.00,0.00,0.00,0.00,0
222,21,4,85,243,84,22,111,21,82,0,0,0.00000,0.00000,0.00000,0.00,1
28,26,2,73,63,70,5,111,20,76,0,0,-2.52000,-9.55000,0.19000,0.00,2
210,2,3,73,1,75,169,114,29,76,0,0,0.00,0.00,0.00,0.00,0
221,37,3,41,2,83,75,111,24,78,0,0,-2.44000,-9.40000,-9.56000,0.00,1
222,38,2,40,177,110,152,111,19,72,0,0,-2.46000,-9.41000,0.17000,0.00,2
280,34,2,58,1,110,1,112,20,88,0,0,16384.00,0.00,0.00,0.00,0
162,78,2,36,144,110,55,111,15,72,0,0,0.01000,0.08000,0.00000,0.00,1
230,26,1,47,49,67,2,124,15,76,0,0,-2.47000,-9.44000,0.22000,0.00,2
210,18,2,32,2,70,17,112,28,83,0,0,11753.00,-11042.00,2896.00,0.00,0
167,26,2,32,441,110,5,110,20,77,0,0,0.02000,0.06000,0.03000,0.00,1
139,30,3,37,4,123,49,111,19,91,0,0,-2.47000,-9.41000,0.22000,0.00,2
219,82,25,36,60,111,8,113,8,77,0,0,11753.00,-11042.00,2896.00,0.00,0
230,25,2,52,5,115,34,110,18,76,0,0,0.02000,0.07000,0.03000,0.00,1
207,30,2,32,5,114,10,111,24,80,0,0,-2.47000,-9.43000,0.23000,0.00,2
2,21,2,50,144,98,2,110,28,79,0,0,11753.00,-11042.00,2896.00,0.00,0
143,5,1,36,1,109,21,118,15,76,0,0,0.01000,0.07000,0.06000,0.00,1
219,17,2,42,30,98,2,111,19,76,0,0,-2.47000,-9.38000,0.21000,0.00,2
222,25,2,36,2,90,30,116,20,76,0,0,11753.00,-11042.00,2896.00,0.00,0
262,34,9,28,72,79,2,114,24,88,0,0,0.01000,0.04000,0.03000,0.00,1
2,26,2,28,293,91,37,115,28,73,0,0,-2.44000,-9.40000,0.21000,0.00,2
206,3,2,41,176,91,2,111,24,73,0,0,11753.00,-11042.00,2896.00,0.00,0
230,39,16,57,26,75,7,111,16,71,0,0,0.02000,0.05000,0.01000,0.00,1
213,26,33,40,3,84,30,111,20,76,0,0,-2.45000,-9.41000,0.22000,0.00,2
144,26,2,42,62,75,35,110,28,91,0,0,11753.00,-11042.00,2896.00,0.00,0
12,42,2,28,4,78,3,111,16,72,0,0,0.02000,0.07000,0.03000,0.00,1
